mean,mean,mean
8.527,112.4,943.76
8.565,103.8,1265.3
8.529,107.2,1244.9
8.532,115.1,1151
8.979,106.8,1631.9
9.343,111,1823.4
8.913,107.8,1674.3
8.655,110.7,985.47
8.624,109.9,758.62
8.585,111.8,1096.7
8.594,112.6,712.24
8.653,116.3,1016
9.369,115.5,1188.7
8.708,108.3,1256.7
9.341,115.1,487.57
9.238,116.5,367.78
8.634,86.57,842.94
9.048,90.46,1111.3
9.376,94.32,1123.4
9.282,96.7,1183.2
8.931,96.3,1048.6
9.014,97.31,1304.8
8.81,98.84,1365.3
8.578,104.8,1412.3
8.801,108.4,1347.2
9.175,110.3,1441.1
9.458,111.9,1516.6
9.35,110.7,1681.9
9.494,114.4,809.78
9.467,116.9,561.23
9.413,118.8,460.31
9.303,118,346.85
9.068,121.6,364.23
9,120.8,353.17
8.952,122.6,444.29
8.98,123.7,377.13
8.691,120.2,376.1
8.76,121.9,410.2
8.698,123.3,406.48
8.62,117.3,406.71
8.669,117.7,550.48
8.574,115.1,773.52
8.58,113.2,681.51
8.693,115.2,621.45
8.647,116.6,773.49
8.729,115.4,847.89
8.523,113.9,645.07
8.672,256.4,1122.2
9.152,261.8,1386.3
8.896,268.7,1259
8.578,265.3,1111.4
9.414,271.3,1573.3
9.207,271.2,1465.4
8.551,267.3,1044.6
9.468,275.9,1828.7
9.492,278,1626.7
9.296,289,1739.6
9.303,292.3,1121.9
8.81,297.9,696.4
8.838,301.3,289.43
8.734,302.9,233.42
8.502,301.2,198
9.197,301.3,357.62
9.311,304.4,781.32
8.891,308.2,1063.5
9.099,310.4,963.63
8.685,315.1,1345
8.609,327.4,871.39
8.669,316.6,320.3
8.548,306.5,972.35
8.53,307.4,669.3
9.328,306.1,1238.7
9.133,306.6,1364.4
8.583,304.9,918.78
8.77,62.56,572.79
9.212,63.15,542.89
9.477,63.55,754.48
9.04,63.4,606.77
9.292,59.58,527.72
9.431,51.76,533.29
9.301,56.13,605.99
9.256,53.01,431.8
9.165,51.89,481.41
8.561,60.92,454.46
8.967,65.64,702.85
8.996,60.62,613.3
8.987,56.2,528.86
9.237,52.49,543.56
9.283,55.66,516.14
8.935,59.05,581.19
8.864,55,553.03
8.534,57.15,438.1
9.227,43.32,319.1
8.679,232,1137.4
9.031,230.5,1301.5
9.296,233.7,1438.9
9.122,234.2,1298.3
8.918,233.9,1197.8
8.877,233.2,1270.5
8.637,229.6,1117.5
8.902,227.4,1263.2
8.896,230.9,1236.5
9.032,228.7,1264.3
8.94,230.7,1274.2
8.811,230.1,1297.6
8.851,230.1,1269
9.031,227.8,1326.1
9.135,227.3,1382.4
9.446,232.9,1657.7
8.617,232.4,1107.1
8.569,231.4,1108.7
8.946,227.4,1233.4
8.965,224,1304.3
9.259,219.6,1451.2
9.326,237.5,1427.9
8.956,243.4,1267.6
9.223,242.5,1402.8
8.82,239.2,1186
8.819,220.6,1229.7
8.565,219.4,1160.4
9.216,222.9,1537.3
9.299,221.9,1485.8
9.297,221.8,1528.7
9.358,222.1,1558.5
9.149,223.1,1296.4
8.887,222.3,1206.8
8.73,222.3,1162
9.16,223.2,1433.5
9.327,226.7,1569.1
8.997,226.7,1339.5
8.739,228.6,1154.3
9.449,228.6,1549.2
9.311,225.9,1494.3
9.299,236.5,1495.4
8.983,233.7,1320.2
9.096,231.5,1526.6
8.891,231.7,1293.3
8.604,233.2,1070.4
8.87,333.6,403.51
9.237,199.1,1517.4
9.464,327.3,1639.5
8.926,326.1,1437.9
9.497,330.3,1423.5
9.483,329,1483.7
9.388,328.4,1386.6
9.336,328.4,1412.9
9.031,330.2,1123.9
8.578,329.8,1033.8
8.552,265.1,1108.6
8.905,260.7,1307.8
9.249,251.2,1481.1
9.14,258.9,1360.3
8.52,254.8,1089.5
8.898,255,1302.5
8.803,257.9,1213.4
8.74,261.4,1185.7
8.951,261.2,1326.9
8.849,261.5,1324.5
8.925,262.6,1286.1
9.055,264.8,1354.4
9.174,265.4,1435.7
8.593,265.1,1124.2
8.813,265.4,1230.1
8.974,237.7,1300.3
9.299,238.1,1532.7
9.057,296.8,365.79
9.169,299.7,598.27
8.696,299.8,1207.4
8.67,293,799.68
9.125,282.9,1356.4
8.927,283.2,1287.8
8.697,284.3,876.6
9.177,273.3,1864.6
9.331,230.1,1452.3
8.756,188.3,1257.3
8.984,199.2,1355.2
8.847,209.2,1229.6
9.149,213.5,1411.2
9.379,212.5,1540
9.209,200.3,1497.9
9.105,218.7,1446.2
8.775,300.6,338.9
9.222,312.4,1277.5
9.158,313.8,1598.4
9.156,311.8,1101.2
9.22,327.6,1644.3
9.486,324.3,1805.1
9.114,321.1,1615.1
8.81,320.5,1639.4
9.492,325.1,1785.2
9.282,325.1,1540.4
9.043,327,1501.8
8.8,326.6,1543.3
8.548,323.4,1205.1
8.856,302.8,610.97
8.944,307.9,649.85
9.009,298.9,386.69
9.003,297.4,962.36
8.651,303.4,467.46
8.641,301.7,309.25
9.095,295,909.58
8.535,278.7,1070.4
8.614,278.8,1230.9
9.3,279.6,1467.3
9.306,284.5,1352.6
8.75,277.9,1194.6
8.508,279.8,1326.6
9.045,278.8,1170.1
9.326,277.7,1244.5
8.633,279.2,1494.8
8.986,279.8,1185
9.379,279.9,1476.9
9.156,289.1,1785.9
9.085,288.1,1538.8
8.918,287.8,1272.1
8.746,288.9,945.48
8.599,277.8,1119.3
8.634,275.8,1241.6
9.227,272.1,1379.6
8.802,227.9,1212.4
8.851,242.9,1259.8
8.505,269.2,1062.8
9.288,356.2,874.83
8.731,355.6,792.55
8.524,63.66,533.27
8.69,352.8,596.11
8.512,354.6,528.46
8.744,223.9,1240.5
8.799,223.9,1219.2
8.921,223.9,1314.5
8.854,220.5,1214.7
9.159,224.8,1435.1
9.48,224.5,1638.1
9.325,228.5,1468.2
8.886,222.1,1303.6
9.293,219.6,1401.3
9.357,214.3,1557.7
8.91,211.4,1266.5
9.47,208.7,1475.2
9.343,208.7,1567.5
9.317,242.8,1531.6
9.238,251.2,1379.2
9.389,249.8,1455.5
9.497,250.7,1491.2
9.184,248.5,1440.9
9.281,249.2,1275.9
9.337,254,1525.8
9.232,253.1,1371
8.694,248,1140.3
8.927,246.1,1242.1
8.906,244,1308.3
8.505,239.3,1069.4
9.384,234.2,1443.1
9.155,240.8,1348
8.67,241.4,1116.8
8.864,241.6,1235.9
8.808,241.7,1184.2
8.715,240.9,1142.1
8.538,242.3,1113.4
8.675,225.4,1129
9.463,235.3,1529.4
9.258,236.2,1390.7
9,234.6,1309.4
8.683,232.2,1128.6
8.797,230.8,1154.2
9.002,230.7,1286.6
8.951,230.7,1251.7
8.726,230.8,1154.2
8.645,233,1144.6
8.633,229,1111.3
8.578,227.6,1099.6
8.762,226.6,1190.7
8.857,223.8,1239.5
9.48,227.3,1517.4
9.323,226.2,1533.7
9.27,226.2,1493.4
9.137,244.1,1399.2
9.038,243.9,1366.7
8.91,242.2,1306.6
9.086,243.4,1359.9
9.239,243.7,1419.1
9.147,243,1408.1
9.417,243.5,1550.7
9.318,243.6,1518.5
9.448,246.8,1545.8
9.483,251.5,1555.8
9.376,256.3,1529.8
9.499,254.5,1580.3
9.203,254.8,1431.6
9.037,252.6,1329
9.244,250.8,1443.6
9.409,250.9,1544.8
9.143,252.4,1428.8
8.937,255.2,1274.6
8.621,254,1138.2
8.669,251.6,1138.3
9.159,255.7,1402.3
8.918,259.6,1299.1
8.86,259.6,1273.4
9.269,258.4,1491.4
9.083,260.6,1361.9
8.911,260.5,1259.6
9.305,258.8,1474.4
9.396,258.8,1510.6
9.406,260.5,1527
8.987,259,1314.8
9.102,250.1,1334.1
9.409,250.4,1514.2
9.267,251.8,1471.1
8.741,250.4,1227.2
8.549,251,1133.6
8.657,251.5,1150.3
8.521,197.5,1078.1
8.783,204.6,1187.4
8.509,209.6,1064.7
8.845,214.2,1195.9
8.703,218.4,1153.1
8.723,218.4,1180.6
8.747,218.1,1165.7
8.55,215.1,1055.1
8.791,213.5,1168.9
9.223,213.5,1418.2
9.442,205.7,1562.1
8.975,210.5,1284.4
8.737,212.8,1208.6
8.866,158.2,1264
9.407,166.6,1756
9.269,169.7,1786.4
9.214,168.4,1586.9
9.407,167.9,1808.8
8.909,175.3,1403
9.014,177.5,1192.2
9.157,177.5,1339.8
9.244,177.5,1394.1
9,179.9,1378.1
9.318,184.9,1475.8
9.123,185,1359.4
9.423,186.2,1570.3
9.286,186.2,1444.5
9.256,187.1,1446.4
9.34,188.2,1521.3
9.349,190.1,1486.7
9.326,190.2,1470.4
9.282,189.1,1476.1
9.344,188.3,1519.5
9.291,189.2,1446.5
8.725,188.6,1186.1
9.477,190.3,1570.8
9.141,189.1,1419.3
9.245,189.6,1415.3
8.749,197.4,1200.4
8.767,192.8,1260.7
8.788,196.1,1205.4
8.842,196.4,1196.4
8.907,194.4,1339.4
8.594,193.3,1127.5
9.011,196.8,1347.9
9.494,200.3,1582.9
8.622,201.9,1127.3
8.513,204.3,1083
8.917,205.2,1287
8.54,205.3,1140.3
8.733,205.3,1212.3
9.04,205,1325.3
8.831,200.7,1201.3
8.688,200.1,1136.5
8.948,199.3,1304.8
8.693,200.1,1152.2
9.207,201.7,1416.4
9.044,204.8,1325.3
8.576,205.9,1102.2
8.919,189.4,1253.7
9.096,198.3,1405.1
8.598,188.1,1355.1
9.391,198.5,1643.1
9.335,201.4,1407.6
9.438,206.6,1556.3
9.341,199.9,1464.2
8.76,252.1,1131.8
9.323,250.2,1586
9.239,253.4,1365.6
9.272,254.4,1370.2
9.071,255.3,1360.7
8.569,252.5,1119.8
8.563,250.7,1151.1
8.756,250.4,1254.6
9.273,240.2,1452.9
9.201,263.2,1447.5
8.663,263.2,1154.7
9.154,263.2,1439.1
8.999,259.7,1302.6
8.641,260.5,1175.9
8.617,260.4,1109.1
8.516,260.4,1128.9
8.727,260.8,1134.8
8.776,261.1,1230.5
8.932,263.6,1270
9.471,266,1560.6
9.096,266.1,1377.6
9.179,269.9,1422
9.072,272.3,1359.2
8.681,248.1,1159
8.766,247.3,1193.5
9.494,264.8,1607.9
8.837,275.7,1227.2
8.654,283.7,604.01
9.404,294.3,332.2
8.599,296.6,230.99
9.434,285.3,1552.2
9.438,305.3,1109.7
9.012,304.1,321.32
9.314,304.1,858.03
9.162,297.7,906.72
9.387,293.5,1080.6
9.39,292.9,1351
9.119,290.1,1503.8
8.938,282.6,1479.1
9.021,279.5,1659.5
9.412,275.4,1460.2
9.106,272.1,1461.7
9.37,272.8,1686.9
9.499,268.6,1611.5
9.394,268,1533.2
9.192,268.3,1494.5
8.838,270.4,1226.9
8.595,268.8,1067.2
8.535,265,1041.7
8.614,260.6,1133.7
8.792,259.7,1211.1
8.775,256.9,1269.4
8.554,256.4,1019.4
8.693,255.4,1145.1
8.534,256.2,1150.4
8.902,222.8,1253.4
9.474,231.5,1533.8
8.762,344.5,615.7
8.812,343.1,766.05
8.772,281.3,1176.8
8.925,286.5,1231.2
8.625,283.6,1279.8
9.018,289.5,1185.6
8.854,291.5,885.83
9.302,289.8,834.87
9.497,288.6,762.64
9.42,299.4,709.6
9.329,308.1,547.98
8.68,306.1,410.32
9.056,308.7,335.76
9.427,309.6,1302.5
8.712,304,390.94
8.617,307.3,393.38
9.143,304.6,656.52
9.149,307.1,846.44
9.133,306.5,420.78
8.812,310.4,509.98
9.115,310.5,1055.5
8.836,310.1,847.84
8.755,309.9,885.42
8.548,310.1,1063.2
8.665,313.5,1216.1
8.818,310,752.01
8.592,309.6,633.72
8.713,90.26,723.55
8.752,89.49,857.5
8.656,89.25,824.75
8.662,84.66,849.59
8.697,82.39,669.8
9.166,81.99,654.48
9.275,78.9,680.78
9.006,76.49,587.32
8.908,75.44,703.66
8.851,75.7,669.1
9.263,75.44,660.53
9.366,72.71,735.61
9.113,73.69,824.38
8.942,72.92,715.93
9.272,78.25,854.8
8.846,74.36,841.58
9.345,73.18,725.81
8.653,83.87,1388.9
8.803,74.81,622.75
9.459,74.33,906.93
9.183,70.86,815.53
9.413,67.2,903.28
9.077,65.37,725.14
8.995,65.86,721.76
9.218,66.3,715.83
9.071,66.29,719.39
9.226,68.81,676.83
8.986,71.66,793.12
8.745,68.08,632.15
8.799,70.85,578.52
8.866,69.62,643.12
9.248,69.53,760.14
9.217,70.14,840.68
9.306,39.19,718.25
9.196,38.51,733.75
9.085,36.63,663.74
8.813,35.76,688.79
8.504,35.89,709.06
8.521,34.85,762.63
8.571,33.96,613.02
8.636,283.9,1037.4
9.444,274.7,1597.8
9.38,275.9,1506
9.06,273,1175.5
8.976,272.1,1329.8
8.792,280.4,1256.9
9.213,284.8,1471.6
9.324,281.5,1538.2
8.955,284,1173.7
8.663,260.5,1147.9
8.61,251.7,1065.1
9.068,246.4,1329.4
9.194,241,1296.8
9.469,50.5,1884.9
9.287,50.5,2188.6
9.476,50.79,2184.6
9.449,243,1583.3
9.488,245.1,1488.4
9.442,245.7,1623.9
9.249,241.5,1289.9
9.179,239.7,1311.8
8.616,240.8,1086.7
8.655,241,946.55
8.925,242.7,1196
9.441,242.9,1556.8
9.303,236.6,1434.9
9.421,233.1,1501.2
9.41,233.9,1475.3
9.183,233.9,1300.9
8.961,233.9,1222.1
8.921,233.9,1191.7
8.606,227.4,1137.1
8.536,107.3,939.44
8.636,104,1108.6
8.964,123.9,552.92
8.954,207.5,1305.9
9.055,212.6,1379
8.757,213.5,1180.5
8.586,223.6,1004.9
8.96,225.7,1212.2
8.573,227.4,960.37
8.833,223,1166
9.034,210.7,1275.2
9.334,221.9,1521
9.055,221.4,1378.7
8.937,217.1,1350.2
8.668,207.9,1117.2
8.835,210.7,1232.9
8.753,212.3,1227.9
9.198,213.2,1436.9
9.363,214.4,1497.1
9.431,253.5,1621.8
9.176,254,1286.1
8.798,252.6,1060.6
9.19,248.5,1371.2
9.466,245.1,1525.9
8.915,244.5,1200.6
9.002,243.6,1244.4
9.457,249.3,1529
8.86,240.8,1195.6
9.012,242.9,1239.2
9.145,242.8,1283.7
8.505,245.8,1025.3
8.87,86.76,775.36
9.346,85.66,906.26
9.22,81.79,684.01
9.207,80.69,580.05
8.949,79.92,521.64
8.666,80.14,590.54
8.502,77.13,552.2
8.578,73.85,637.89
8.843,71.84,791.45
8.97,70.99,718.9
8.692,70.59,645.77
8.552,72.34,576.97
8.594,77.18,559.79
8.609,80.4,576.61
8.684,76.1,747.69
8.556,73.66,807.03
9.166,72.82,694.75
9.384,70.65,766.13
9.262,72.74,741.65
9.49,71.45,1060.6
9.476,69.87,1008.5
8.832,65.09,818.04
9.151,64.9,844.43
9.005,60.81,666.72
9.101,60.92,512.27
9.242,56.68,512.05
9.306,56.72,579.79
9.293,54.13,603.22
9.18,55.78,553.69
8.811,55.23,454.53
8.647,53.98,449.08
8.616,54.4,500.3
8.553,54.25,458.56
8.74,53.78,577.89
8.884,56.36,548.21
9.458,68.4,939.34
9.32,68.22,1033.4
9.458,69.15,1085.8
9.109,67.17,836.45
8.919,66.59,738.1
9.321,66.41,769.95
9.292,65.16,873.33
9.244,67.23,1057.8
9.281,67.31,1334.7
9.069,65.86,1091.7
8.902,65.3,1025.9
8.866,62.99,964.78
8.735,67.27,919.73
8.521,68.56,813.97
8.531,66.47,666.79
8.769,63.21,835.41
9.028,62.5,668.58
8.897,66.65,675.33
9.088,65.36,883.8
9.068,69.78,991.11
9.198,64.17,1026.3
9.37,66.63,1336.1
9.107,66.21,999.46
9.093,67.01,681.89
9.03,67.56,710.5
9.056,65.69,797.59
9.054,66.14,874.11
9.077,66.87,676.92
8.955,65,739.16
9.006,64.03,682.15
8.823,66.46,649.03
8.545,60.92,519.15
8.796,59.87,458.35
8.749,49.86,440.33
8.706,50,485.72
8.837,49.65,498.35
9.19,49.85,474.6
9.302,51.54,565.05
8.894,50.17,644.29
8.902,50.79,604.88
9.199,49.03,614.99
9.14,49.93,553.56
9.197,51.57,742.46
9.471,57.44,1039.8
9.398,56.08,697.91
9.413,57.7,707.63
9.358,54.83,631.52
9.362,53.66,684.79
9.2,53.62,692.54
9.156,54.1,727.01
9.176,52.56,596.74
9.038,53.28,657.07
9.092,54.51,540.1
8.972,53.78,643.83
8.677,44.31,668.64
8.847,45.68,704.43
8.775,45.6,625.96
8.62,54.15,319.89
8.501,48.37,365.74
8.982,40.82,580.93
9.419,39.57,753.49
9.491,35.38,720.47
9.383,32.98,751.25
9.105,221.1,1534.7
9.447,357.4,853.28
9.464,356.6,771.06
9.436,63.97,878.28
9.376,2.37,888.81
9.369,2.99,972.15
9.384,0.95,936.26
9.109,1.55,832.74
9.263,3.8,802.72
9.12,31.83,961.18
8.957,7.59,768.2
9.434,72.09,697.44
9.018,2.05,713.38
9.058,76.16,838.11
9.092,2.28,828.91
9.46,85.59,988.15
9.014,86.46,957.05
9.057,354.5,770.91
9.237,354,732.67
9.094,36.73,878.33
9.375,316.7,730.01
9.26,72.5,837.27
9.24,359.6,856.93
8.789,359.5,615.05
9.125,336.9,796.34
9.118,35.92,792.45
9.221,5.19,837.75
9.384,284,909.71
8.813,61.67,627.27
9.173,76.71,724.34
9.407,39.27,951.89
8.995,71.3,827.85
8.949,359.7,843.81
9.226,353.3,754.2
8.914,354.2,744.7
9.147,358.7,676
8.724,354.5,656.19
8.891,354.4,804.14
8.991,356,681.31
8.786,355.1,722.6
8.513,57.38,270.48
8.514,59.01,470.17
8.803,59.98,352.96
8.759,55.33,486.91
8.739,53.91,347.64
8.741,52.1,455.71
8.834,51.52,507.01
8.722,51.67,523.81
9.084,49.87,458.51
9.381,76.45,979.22
9.442,76.59,951.7
9.391,63.69,593.99
9.412,61.96,622.42
9.321,64.06,823.08
9.441,64.49,755.41
9.36,67.27,691.55
9.418,68.9,716.84
9.212,67.21,974.14
8.908,68.05,713.19
8.824,67.98,855.67
8.978,69.97,779.01
8.902,70.94,793.25
8.644,69.93,800.72
8.646,68.33,741.82
8.587,73.22,787.04
9.115,74.14,515.73
9.206,73.63,696.37
8.668,71.15,582.23
8.575,63.1,403.12
9.457,62.3,578.13
8.718,80.17,1666.7
9.221,76.31,838.6
9.263,58.98,658.47
9.371,57.95,654.28
9.37,66.51,808.99
9.181,61.58,561.34
9.123,66.86,550.6
9.022,64.69,539.63
8.747,63.5,479.08
8.609,60.45,482.49
8.727,59.36,522.15
9.15,56.76,556.78
9.435,58.2,575.13
9.011,65.34,742.81
9.043,64.17,635.96
8.836,65.99,709.75
8.505,64.35,532.98
8.896,61.05,587.81
9.176,63.3,623.83
9.151,64.49,747.22
9.126,65.57,783.91
8.73,67.67,1068.2
8.802,67.83,597.49
9.48,73.82,910.33
9.386,71.06,1800.1
9.451,67.36,1192.5
8.748,70.52,1292.1
9.033,71.74,1054.8
8.599,60.75,890.37
9.276,50.19,425.85
9.264,54.45,488.75
9.147,55.11,543.83
9.473,54.28,517.02
9.317,55.68,763.31
9.464,58.68,1013
8.745,50.31,710.48
9.119,52.21,483.12
9.478,48,480.75
9.342,47.1,480.58
8.879,46.97,434.96
8.836,49.62,397.27
8.686,48.39,364.84
8.619,276.8,1234.2
8.992,278.9,1250.8
8.709,282.3,1326.3
9.027,279.1,1544.2
8.684,278.9,1253.6
9.241,279.1,1487.1
9.302,293.8,1185.4
9.13,294.1,1390.2
8.988,288.5,1302.7
9.104,281.9,1333.9
9.12,286.1,1411.1
9.147,288.3,1345.4
8.57,284.1,1429.8
9.045,285.7,1410
9.006,284.1,1254
9.294,282.5,1355.4
9.02,283.5,1293.4
9.046,280.9,1344.7
9.196,277.4,1435.2
9.445,281.2,1413.8
8.613,286.5,884.9
8.628,266.4,1117.8
9.144,272,1439.3
9.294,271.4,1383.8
8.862,269.4,1296
8.622,267.9,1161.6
9.351,268.2,1491.4
9.446,238.9,1385.8
9.456,181.8,1582.5
9.123,182.3,1231
9.482,183.6,1615.6
9.407,175.7,1846.4
9.222,174,1759.2
8.973,176.1,1410.9
9.001,175.3,1628.3
8.852,174.6,1675.6
8.912,176.1,1713.1
9.318,183.1,1332.8
9.29,182,1450.9
9.445,181.2,1551.8
9.221,183.5,1532.5
8.875,187.5,1249.6
8.631,189.2,1214.1
8.773,187.8,1256.7
8.576,189.3,1117.7
9.022,204.6,1328.1
9.481,210,1653.3
9.377,230.4,1506.3
9.118,231.4,1495.3
8.837,233.3,1354.6
8.518,268.2,1141.2
8.746,272.9,1270.1
9.008,272.6,1401.8
9.243,277.5,1426.8
9.288,292.1,1031.6
9.025,292.5,971.06
8.675,290.3,1259.9
8.689,287.8,916.4
8.553,287.1,946.44
8.613,284.2,1160.8
8.89,285.2,1204.8
8.912,278.6,1547.8
8.874,282.6,1360.1
8.893,279.6,1577.3
9.034,277.3,1526.6
8.741,279.8,1405
8.687,274.4,1189
8.537,273.9,1147.8
8.82,274.8,1100.6
8.861,270.9,1117.8
8.614,271.2,1160.4
8.656,272.4,964.61
8.944,270.8,1212.8
8.917,270.8,1177.4
8.926,266.1,1270.7
9.352,266.1,1516
9.148,270,1285.7
9.441,278.6,1758.5
9.442,279.8,1655.4
9.072,280.1,1534.2
8.976,279,1433.3
8.986,280.6,1299.3
9.132,280.8,1197.1
9.146,284.7,1667.1
9.401,285,1453.7
8.685,282.6,1217.7
8.512,282.5,1270.1
8.911,279.6,1531.7
9.052,278.8,1241.6
9.182,279.5,1503.9
9.152,277.3,1632.1
9.067,278.9,1442.6
9.282,281.1,1454.8
9.389,282.9,1405.9
9.205,283.4,1316.6
8.877,286.7,1378.7
8.941,287.4,1278.2
8.982,269.5,1330.7
9.255,268.2,1505.8
8.548,268.4,1112.9
8.548,262,1133.2
9.156,270,1459.8
9.182,267.1,1447.1
8.535,269.2,1061.7
8.534,222.7,1224.5
9.253,224.1,1575.7
9.311,229,1525.4
9.376,229.1,1485.7
9.272,230,1514.5
9.238,230.7,1432
9.041,233.9,1385.5
9.091,227.1,1404.1
9.259,227.9,1410.6
9.48,233.1,1486
9.068,233.9,1265.5
9.059,234.3,1374.8
9.364,229.2,1471.7
9.375,241,1619.8
8.57,246.6,1126.3
8.542,289.2,499.58
8.995,331.9,670.3
8.994,330.5,1424.7
8.936,312.7,1623.2
8.681,315.6,1537.6
8.751,317.5,1646.1
8.789,326.8,1064.9
9.494,348.1,907.74
9.153,342.3,906.35
9.481,338.2,1121.3
9.421,336.1,1379.7
9.374,327.3,1489.5
8.819,326.3,1237.3
9.093,331.5,983.54
9.214,330.2,911.91
9.439,335.5,1078.5
9.287,334.7,1142.7
9.063,332.5,972.33
8.753,336.1,929.6
9.413,329.4,1263.6
9.481,334.9,1240.1
9.125,327.3,1353.1
9.43,325.9,1624.2
9.299,325.9,1564
8.914,323.6,1323.7
8.942,326.5,1418.5
8.621,294,763.52
8.716,293.3,1041.3
8.633,288.1,983.07
8.768,247.7,1212.5
8.64,248.9,1136
8.779,217.5,1233.9
8.771,218.5,1223.1
8.764,219,1219.9
9.104,221.5,1313.6
9.308,331.1,1965.8
9.024,333.4,1566.3
8.59,334.5,1164.6
8.518,334.4,817.49
8.767,334.4,611.36
8.938,336.2,380.17
8.669,338.6,682.47
8.677,340.2,721.54
8.818,338.1,664.8
8.913,341.1,682.72
8.813,343.4,751.53
8.587,343.4,687.19
8.502,343.4,700.94
8.734,346.7,601.13
9.067,349.6,511.92
9.306,351.5,607.95
9.438,64.55,710.52
9.421,8.3,975.51
9.387,62.2,704.22
8.86,11.36,562.92
8.71,12.35,440.36
8.561,12.99,538.17
8.607,21.64,666.39
8.627,19.37,513.73
8.548,18.44,461.14
8.562,19.34,533.89
9.222,15.91,581.87
9.244,20.03,704.41
9.412,20.9,744.6
9.285,22.32,722.97
9.246,21.22,967.54
9.157,19.15,861.49
9.353,18.4,793.52
9.146,17.45,835.2
8.81,14.75,823.2
8.755,10.46,694.87
8.7,6.22,644.79
8.779,3.79,634.91
8.797,1.76,515.22
8.899,1.92,434.25
9.026,358,540.6
8.515,356.7,538.43
8.845,15.66,569.1
9.227,21.17,650.58
9.495,56.86,708.24
9.488,355.7,633.01
9.226,10.83,1054.6
9.363,10.55,834.11
9.345,7.54,646.56
9.418,7.33,807.06
9.114,21.94,76.6
8.932,18.62,681.19
9.009,15.31,897.91
8.678,12.6,792.78
9.405,87.28,1547.8
9.023,88.06,1485.8
9.05,88.5,1501.8
9.393,88.13,1590.4
8.679,286.9,1120.7
8.728,270.9,1279.1
9.098,273,1335.2
8.737,275.9,1512.9
8.727,275.7,1104.8
9.319,274.8,1398.5
9.421,279,1616.3
9.17,276.9,1599.7
8.976,274,1548.3
8.57,274.6,1276.9
9.481,79.79,1103.8
9.213,81.94,1225.8
9.368,81.95,1086.2
9.33,77.85,746.18
9.023,77.71,951.27
8.647,76.62,833.64
8.965,73.74,847.55
8.88,74.73,793.32
8.606,68.89,800.05
9.021,70.36,959.35
9.303,70.41,1063.7
9.459,59.91,945.38
9.348,58.73,931.65
9.174,205.3,1423.1
8.865,234.5,1261.7
9.404,101.4,2252.1
9.162,104.8,2260.4
8.94,336.2,1084.4
8.895,134.6,2112.4
8.937,138.8,2106.7
8.868,324,1364.4
9.277,331.5,1140.2
9.432,330.5,1231.3
8.726,297.9,438.82
8.675,297.8,440.69
8.771,298.2,491.38
8.746,299.7,365.2
8.988,299.1,427.47
9.138,301.2,524.02
8.934,296.4,564.43
9.154,301.4,527.88
8.993,303.4,615.93
8.931,306.8,448.57
9.155,294,957.53
9.062,295.4,632.67
8.818,297.3,453
8.934,299.7,582.51
9.005,291.4,722.16
9,296.7,761.11
8.896,295.2,472.86
8.81,295.2,850.96
8.857,295.6,698.92
8.933,297.1,796.6
9.169,293.4,1022.8
8.709,292.4,1204.8
9.074,289.9,1418.9
9.357,291.1,1293.6
8.82,291,1217.5
8.575,275.4,1260.2
9.016,276.5,1449.7
9.082,276.1,1410.6
9.079,274.6,1485.8
9.291,270,1467.3
8.946,272.1,1350.3
9.208,276.1,1270.4
9.453,276,1293.9
9.23,273.2,1419.3
9.311,271.6,1502.9
9.289,270.8,1469.8
9.411,273.1,1491.5
9.485,270.9,1666.3
9.423,271.1,1762.1
9.033,271,1474.3
9.051,269.9,1357.8
9.028,269.9,1320.1
9.032,272.2,1437.6
9.004,270.7,1506.4
9.396,273.8,1492.9
9.21,275.3,1365.8
8.822,273.4,1236
8.966,273.9,1178.4
8.853,277.2,1346.4
8.931,275.3,1181.2
8.581,277.4,1194.6
8.728,279.3,1178.5
8.952,278.4,1204.7
8.755,281,1274.3
8.968,281.3,1239.1
8.863,285.4,1268.5
8.678,61.67,412.85
8.614,66.53,515.21
9.14,67.49,569.32
9.153,67.97,621.3
8.599,70.87,551.73
8.935,71.33,497.7
8.728,76.34,491.21
9.278,73.21,484.05
9.39,74.12,610.83
9.393,72.56,573.6
8.887,73.57,569.06
8.771,70.63,616.99
8.852,76.82,746.81
8.547,77.15,864.48
8.924,63.72,241.45
8.787,64.24,298.33
8.905,71.93,322.7
9.103,75.67,402.22
8.581,277,1096.5
8.951,272.6,1229.1
8.738,266.8,1167.6
9.271,264.8,1470.1
9.415,271.1,1615
9.468,270.6,1790.6
9.381,268.3,1556.7
9.18,270.1,1727.1
9.315,262.9,1508.2
8.888,264.2,1282.2
9.064,263.8,1403.9
8.786,264.2,1217.3
9.182,263.8,1466.6
9.364,264.2,1644.7
9.484,263.2,1646.7
9.364,270.4,2050.8
9.239,270.7,1606.9
9.313,278.7,1774.9
8.729,278.9,1171.2
8.809,314.7,1088.2
8.894,336.1,1716.9
9.46,337.7,601.75
9.5,334.5,804.92
9.139,0.87,278.4
8.741,254.7,1164.8
9.476,328,1465.8
8.898,326.8,1198.6
8.527,319,1492.2
8.597,314.9,1253.7
8.575,315.5,1063
8.758,319.7,980.27
8.651,319.4,1033.2
8.985,279.2,1324.7
9.119,292.7,372.94
9.1,292.7,325.1
8.936,294,311.44
