mean,mean,mean
8.6,150.6,1343.9
8.565,109.4,356.57
8.827,126.9,347.57
9.219,128.2,453.87
9.4,130.7,313.59
9.384,126.1,375.43
9.409,122.2,400.55
9.272,119.9,354.78
8.976,116.5,352.59
8.706,115.4,635.49
8.556,115.4,792.76
8.68,112.8,1187.6
8.842,97.48,992.68
8.747,97.17,746.05
8.74,71.4,422
9.142,78.5,571.21
8.526,69,706.49
8.608,69,1047
9.3,69,464.59
9.163,20.82,950.26
9.154,68.19,1023.8
9.141,68.2,927.38
9.098,68.2,826.25
9.019,68.2,719.62
9.23,68.2,801.92
9.208,65.7,771.86
8.933,58.49,582.25
9.168,58.42,769.81
9.134,66.99,958.92
9.437,82.32,835.16
8.924,82.9,800.55
8.911,81.82,686.59
8.621,84.04,455.56
8.505,87.5,840.48
8.854,123.3,258.96
9.07,120.9,302.55
9.049,119,307.81
8.592,120.8,488.43
9.016,120.6,377.14
9.327,133.9,1019.3
8.757,134.1,328.8
8.982,128.4,195.02
8.757,130,277.12
8.708,287.2,1196.9
8.76,288.1,1255.9
8.655,290.8,1276.7
9.022,287.6,1362.8
8.979,289.3,1316.1
8.741,288.6,1119.2
8.558,293.4,871.14
8.591,107.8,815.23
8.964,108.3,880.17
9.106,110.4,840.15
9.272,113.4,780.5
9.162,110.6,1004.2
9.097,110.7,1140.9
8.871,109.8,1144
8.798,112.3,904.57
8.522,110.2,819.25
8.66,111.8,1282.1
8.873,112.1,1211.6
8.931,114,843.38
8.908,113.4,906.64
8.686,113.5,831.77
8.748,115.1,754.21
8.867,115.1,483.18
8.854,112.5,553.02
8.512,111.4,801.09
8.551,124.5,378.8
8.661,121,201.21
9.136,116.4,404.5
9.408,109.2,827.41
9.485,109.4,1275.3
9.367,107.7,1763.3
9.135,104.8,848.05
8.875,110.4,531.61
8.763,108.7,576.2
9.005,107,1211.7
8.735,109.4,1267.6
8.776,106.8,956.17
9.041,106.5,1442.3
8.822,102.4,897
9.277,112.5,1491.1
9.39,102.3,1500.9
9.405,102,1431.5
9.457,101.1,1827.9
9.084,100.8,1564.8
9.093,96.16,1488.1
9.262,99.55,1157.5
9.449,90.13,1168.5
9.325,89.72,1411.6
9.457,93,880.05
9.085,92.47,1369.9
8.606,92.53,1057.8
8.819,84.07,1211.6
8.915,86.53,878.29
8.679,84.39,750.44
8.52,216.9,1093.7
8.546,217.8,1107.7
8.586,220.2,1124.9
8.629,222,1148.4
8.838,256.6,1243
9.193,260.5,1415.4
9.021,271.4,1616.1
9.381,269.9,1521.7
9.305,269.1,1481.3
9.023,259.2,1320.1
9.206,279.8,1310.3
9.326,238,1460.5
8.917,196.9,1269.7
9.126,200.3,1411.8
8.595,205.5,1142.4
8.977,208.1,1383.4
8.556,266.1,1101
8.705,265.5,1157.3
9.321,246.5,1565.7
8.797,249,1182.8
8.979,249.1,1295.8
9.218,252,1476.4
9.349,257.1,1485.7
9.266,258.5,1483.5
9.357,265.8,1523.2
9.421,263.8,1538.8
9.413,264.2,1473
9.477,269.5,1598.8
9.369,265.6,1523.6
9.208,269.2,1422.6
8.731,268.6,1170.9
8.645,263.3,1069.4
9.021,259.6,1281.3
8.929,260,1343.5
8.535,252,1155.8
8.625,248.9,1176
8.534,249.3,1105.3
8.94,246.1,1314.2
8.916,260.3,1243
9.324,260.4,1459.1
8.998,262.6,1314.9
8.961,264.4,1228.8
9.121,266.1,1409.8
8.915,269.4,1306
9.059,269.5,1385.5
8.991,270.1,1394.9
9.026,268.5,1243.1
8.599,268.5,1107
8.587,192.9,1113.3
8.853,200.8,1237
8.631,187.4,1127.2
9.464,203.3,1561.2
9.084,205.6,1446.8
8.865,204.3,1245.7
8.945,205,1267
9.033,205,1338.3
8.894,206.6,1247.4
8.649,208.7,1157.5
8.582,194,1134.8
8.837,193.9,1244
8.627,194.4,1129
9.108,194,1379.8
9.011,193.3,1318.8
9.269,193.9,1463.5
9.311,191.3,1537.8
9.236,182.5,1454.7
9.278,181.3,1510
9.358,182.6,1510.6
9.097,235.9,1408.2
8.95,239.9,1215.4
8.611,239.8,1113.1
9.139,242.8,1363.7
9.013,239,1327.2
8.503,243.3,1068.6
8.785,178.8,1071.4
8.836,178.6,1140.9
8.983,179.8,1242.3
9.096,181.6,1283.6
9.158,182,1381.3
9.354,182,1605
8.955,182,1223.1
8.596,184.6,1139.1
8.651,184.5,1158.9
8.655,180.6,1161.9
8.925,220.9,1327.7
8.804,245.3,1274.1
8.993,242,1267.8
9.229,243.7,1373.2
9.418,251.5,1550.9
9.121,244.9,1503.3
9.319,245.9,1549.1
8.577,245.3,1159.1
8.984,246.6,1379.5
8.987,246.8,1325.7
9.091,247.7,1356
8.612,245.7,1196.6
8.893,188.7,1267.1
9.427,187.2,1573.4
9.339,189.6,1480.9
9.171,189.1,1392
8.908,191.3,1256
8.794,193.2,1219.1
8.968,190.7,1279.1
8.607,188.7,1175.2
8.59,187.4,1179.8
8.577,190.3,1143.5
8.527,190.4,1102.7
8.511,272.7,1202.4
8.896,272.5,1352.2
8.875,297.9,379.84
8.622,300.9,615.53
9.102,291.7,817.89
9.458,287.6,909.15
9.296,287.7,1408.2
9.336,296.3,943.37
9.354,296.6,940.35
9.097,294.6,833.5
8.876,292.4,596.5
9.172,289.8,869.73
8.858,291.6,849.51
9.194,284.7,1425.4
8.726,283.4,1136.7
8.656,284.5,1368.2
8.932,278.1,1499.8
8.743,280,1278.4
8.666,288.8,908.6
8.61,289.6,807.88
8.516,292.5,543.19
8.794,288.8,444.63
8.693,286.9,1116.8
9.139,292.8,986.04
8.807,293.2,861.66
8.678,284,1661.4
8.956,279.6,1476
8.664,278.1,1076.1
8.925,279.1,837.07
9.013,261.6,1352.4
9.22,263.3,1508.7
9.493,285.1,1749.8
9.348,279.6,1866.9
9.111,278.4,1617.6
8.934,277.1,1390.8
8.686,274,1232.2
8.784,272.1,1432.9
9.13,272.7,1543.4
8.95,272.8,1500.9
8.807,267.1,1197.9
9.048,267.7,1384.3
8.573,265.6,1098.4
8.517,265.9,1084.6
8.573,266.6,1064.1
8.739,266.7,1185.1
8.58,268.2,1154.1
8.652,269.3,1151.4
8.708,269.7,1172.8
8.791,268.1,1245.4
9,267.6,1309.2
8.724,262.3,1122
8.888,264.2,1253.9
9.224,265.4,1415.6
8.74,265.9,1205.5
8.963,264.8,1323.8
8.867,267.4,1160.2
9.064,268.9,1359.8
9.424,272.2,1561.7
9.429,272.1,1585
9.16,269.6,1386.4
8.87,268.7,1262
8.886,268,1216.4
8.922,269.2,1275.4
8.543,264.3,1066.6
8.57,264,1106.8
8.755,263.4,1152.6
8.611,265.5,1051.8
8.655,264.5,1075.4
9.31,265.1,1578.5
9.426,262.1,1604.6
8.997,262.9,1329.6
8.556,262.5,1126.9
8.97,257.3,1315.8
8.75,236,1175.9
8.998,234.4,1332.6
8.817,239.1,1212.9
8.714,236.7,1148.1
8.877,243.9,1221.5
9.286,244.7,1530.9
9.108,263.2,1367
8.818,262.6,1233.2
8.645,250.9,1148.7
8.939,254.1,1283.8
8.843,243.1,1236.1
9.04,236,1333.9
9.344,247.6,1507
8.758,249,1186.1
9.128,252,1366.3
9.022,254.5,1343.9
9.152,257.3,1357.7
9.271,257.6,1577.4
9.482,283.8,1236.3
8.909,285.7,1164.1
9.35,267.9,1463.8
9.348,266.2,1561
9.175,267.5,1347.3
9.298,270.8,1430.8
9.152,265.6,1336.8
8.596,263.9,1071.9
8.849,265.4,1200.3
8.892,273.4,1238.4
8.96,278.1,1315.2
9.176,279.9,1395
9.414,266,1530.5
9.351,269.8,1449.4
9.292,260.4,1450.6
8.899,259.1,1260.7
9.057,256.5,1268.3
9.215,254.4,1397
9.308,253.9,1372.4
8.806,247.9,1152.3
8.826,296.8,592.82
8.838,289.9,1142.4
8.916,289.3,1254.6
9.418,271.1,1687.4
9.353,274.4,1355.2
9.107,271.1,1411.3
9.282,273.4,1764.5
9.366,269.9,1505.5
9.367,271.4,1759.3
9.476,271.9,1733.6
9.221,268.8,1438.3
9.247,270,1391.1
8.792,274.5,1134.5
8.976,277.5,1500.6
9.288,278.8,1488.8
9.128,276.2,1227.6
9.114,278.1,1322
8.688,274.4,1092.2
8.646,269.2,1107.7
8.682,269.6,1178.9
8.869,269.6,1245.9
8.702,267.2,1185.8
8.847,265.8,1224.8
8.698,262.4,1196.7
9.065,250.2,1376.3
8.789,250.5,1276.3
9.132,250.4,1445
9.487,246.6,1600.8
9.277,247.9,1490.4
9.049,251.7,1390.6
8.893,252.2,1335.5
9.215,249.2,1473.2
8.822,246.3,1237
8.535,246.8,1101.8
8.62,248.4,1195.4
8.541,250.9,1034.4
8.691,202.9,1131
8.517,209.4,1121.2
8.558,210.2,1089.6
8.5,207.6,1077.1
8.513,208.4,1194.1
8.626,210.9,1113.7
9.062,218.2,1385.5
8.928,223.9,1302.1
8.967,207.3,1281.2
9.218,209.9,1445.3
9.166,208.1,1380.9
9.265,206.8,1511.8
8.777,204.7,1200.4
9.371,203.6,1578.7
9.475,200.7,1564.5
9.009,202.2,1332.9
8.841,202.5,1182.3
8.933,198.3,1208.7
9.429,205.2,1564.1
9.062,205,1394
9.287,203.8,1486.6
9.077,203.8,1351.6
8.914,206.6,1239.6
9.01,210,1276.7
8.91,209.9,1298.3
8.52,215.2,1088.2
8.605,183.1,1086.3
8.801,182.1,1261.6
9.226,179.5,1531.9
9.312,176.3,1637.3
9.129,174.8,1442.3
8.995,172.8,1269.5
8.91,173.3,1203.2
9.079,173.7,1301.2
9.465,173.8,1425.4
9.139,169.6,1315.8
8.993,169.8,1523.2
9.345,176.8,1538.4
9.172,179.9,1432.4
8.666,175.3,1140.2
9.109,176.7,1497.6
8.712,175.1,953.66
8.671,169.2,1081.4
8.771,169.5,1130.5
9.075,166.7,1199.9
8.566,155.4,1014
8.755,153.7,1114.3
9.141,146.8,988.74
8.688,171.2,906.86
8.983,264.8,1312.5
8.731,265.9,1223.1
8.744,264.9,1162.1
8.557,264.1,1152.3
8.911,245.5,1268
9.122,248,1448.5
8.729,249.5,1183.7
9.472,242.9,1625.1
8.934,243.8,1196.6
9.388,270.6,1423.4
8.949,244.5,1234.5
9.442,246.9,1478.3
9.239,246.2,1432
9.287,251.7,1387.6
9.331,245.1,1444.8
9.458,248.8,1501.2
9.355,247.3,1493.7
9.447,245.9,1581.7
8.569,247,1134.1
8.842,252.1,1333.7
8.83,253.1,1287.9
8.712,236.1,1185.7
8.625,214.5,1178.1
8.803,216.8,1146
8.709,214,1163.9
8.578,217.5,1071
8.607,212,1087.2
8.635,210.7,1125.8
8.843,205.6,1191.6
8.605,200.2,1139.5
8.758,187.8,1195.6
9.192,183,1400.8
9.044,180,1219.7
9.138,176.5,1403.3
9.475,176.8,1614.5
8.931,174.2,1276.4
9.065,174.6,1447.4
8.981,177.5,1225.5
9.089,174,1412.4
9.132,170.8,1514
8.853,171.5,1265.4
8.534,166.7,1213.5
8.524,169.4,1183.9
8.79,170,1014.5
8.516,165.4,1118.4
8.596,165.6,1169.5
8.755,168.4,1296.2
8.64,167.3,1131.6
8.733,168.8,1173.7
8.713,165.6,1058.5
8.836,165.2,1409.2
8.966,160.7,1205
9.223,159.7,1578.3
9.041,154.4,1630.4
9.388,148.4,1531
9.384,147.4,1561
9.32,149.1,1505.3
9.03,155.8,1235
9.158,156.6,1444.1
9.457,148.8,1358.1
8.833,147.2,1368.6
9.367,149.9,1526.8
9.378,151.5,1441.9
8.659,142.9,1143.6
8.514,145.9,1189.5
8.608,149.6,1163.3
8.982,281.2,1279.8
9.441,285,1533.3
9.209,289,1261.3
9.227,288.1,1265.1
8.771,287.9,1092.3
8.827,284.4,1071.6
8.757,283.6,987.21
8.64,290.4,1184.1
8.602,85.4,922.51
8.661,84.96,1407.4
9.392,85.2,1104.7
9.493,87.28,918.11
9.104,87.25,949.16
9.324,91.23,1078.7
9.411,93.83,730.25
9.267,94.33,984.02
9.408,87.53,875.07
9.154,90.61,1287.8
9.088,92.96,1354.1
9.207,94.33,582.29
9.157,94.54,741.55
9.198,93.16,1256.3
9.205,96.81,895.51
9.193,92.73,798.34
8.614,93.43,947.82
8.923,90.14,966.99
8.892,95.76,930.09
8.712,94.78,705.93
9.151,88.74,860.79
8.695,94.09,827.93
8.757,97.47,476.25
8.61,98.57,1003.6
8.528,97.62,879.02
8.506,82.82,829.99
8.548,84.14,803.47
8.725,99.83,1096
9.076,99.09,835.64
8.931,93.67,1126.4
8.996,99.61,1404.3
8.958,97.75,1136.7
8.736,98.93,1181.5
8.776,96.89,1161
9.389,98.98,1442.9
9.202,94.09,741.15
9.382,93.22,802.36
9.217,95.82,572.99
8.544,92.56,768.68
8.683,111.2,1070.9
8.682,108.9,1081.8
8.635,113.7,1103.6
8.563,107.4,1144.4
8.607,86.4,658.82
8.533,92.14,585.34
8.794,95.28,898.93
9.111,93.89,784.2
9.405,91.68,1311.7
8.723,91.31,1025.7
8.679,158.5,661.99
9.215,155,1303.7
9.296,153.8,1405.8
9.229,151.3,1533.8
8.614,148.1,1577.6
8.792,154.9,839.87
9.173,153.9,982.46
9.29,153.7,1112.7
9.451,153.9,1238.3
9.267,153.4,1325.7
9.12,152.6,1236.7
8.971,156.1,1304.7
8.763,156.7,1051.6
8.54,155.8,846.34
8.669,156.3,1158.6
8.608,157.1,1249.9
8.506,146.1,1274.7
8.639,146.2,1330.6
8.838,146.2,1165.1
8.73,146.2,1106.2
9.087,134.9,1103.3
9.248,133.3,1197.9
9.492,118.1,413.81
8.873,116.3,269.56
8.694,119.5,182.28
8.795,116.9,375.75
8.532,114.4,635.06
8.543,109.1,1328.4
8.78,109.6,1480.2
8.507,107.7,1037.2
8.628,109.9,816.48
8.722,110.7,530.48
8.504,112.2,670.67
8.606,116.3,479.38
8.747,117.3,472.35
8.973,118.3,278.32
8.744,120.2,41.28
8.672,125.4,30
8.824,125.9,130.99
8.857,124,115.79
8.725,127.8,134.13
8.815,127.3,149.98
8.759,126,120.58
8.542,129.8,126.07
8.716,129.2,133.4
8.81,125.8,121.08
9.068,126.8,195.59
9.219,125.5,201.71
9.295,127.5,343.61
9.297,129.1,438.66
9.385,126.4,512.16
9.43,128.7,280.76
9.394,130.1,330.93
9.173,130.1,717.01
9.024,131.9,1102.7
9.143,132.6,1309.4
9.264,132.6,1691.2
9.392,132.7,1919.4
9.291,134.4,1986.5
9.347,134.4,1975.6
9.308,134.2,1808.7
9.434,141.7,2049.7
9.403,129.5,1284.7
9.003,130.8,801.89
9.246,126.6,385.55
9.243,124.8,130.67
9.123,123.8,159.69
9.253,120.1,413.11
9.393,116.1,830.99
9.174,113.7,1237.7
9.003,110.5,1461.1
9.098,106.6,1375.7
9.215,104.4,1826.3
8.9,103,1324.7
9.038,99.9,1141.8
8.536,97.04,984.35
9.294,273.5,1453.5
9.392,268.8,1475.7
8.86,267.8,1190.9
8.579,269.6,1076.9
8.743,267.5,1149.1
9.218,267.6,1413.7
9.336,268.4,1492.8
9.216,267.2,1390
9.225,269,1455.7
9.32,269.4,1441.4
9.04,271.6,1216.5
8.653,274.3,1063.9
8.836,245.7,1286.2
8.585,244.2,1120.2
8.503,185.2,1024.1
9.416,221,1440.3
9.473,232.7,1536.4
9.064,232.6,1294.5
9.351,234.8,1523.4
8.885,236.9,1255.2
8.868,225.7,1208.5
9.156,230.2,1355
8.575,223.1,1103.6
9.364,272.7,1448
9.487,275.4,1349.4
9.139,270.8,1001.7
9.411,274.1,1539.3
9.36,272.7,1505.1
8.908,274,1147.6
9.179,274.9,1425.6
9.137,273.8,1371.2
8.505,273.1,1130.8
9.107,266.8,1414.8
9.068,267.5,1348.5
8.758,257.2,1197.8
9.229,256.9,1424.5
9.44,255.2,1548.1
9.318,261.9,1530.6
8.627,262.8,1141.5
9.465,247.3,1602.5
9.491,244.6,1601.2
9.255,243.4,1420.4
9.263,242.7,1434.3
8.673,236.9,1151.2
8.741,239.5,1110.3
9.039,243.1,1188.1
9.401,236.3,1475.8
9.277,232.3,1436.9
9.158,230.2,1385.9
8.531,230.6,1119.9
8.535,233.4,1115.7
8.625,232.9,1098.7
8.874,226.7,1265.5
9.081,228.5,1312.7
8.778,228.3,1176.5
8.601,166.4,1390.3
8.801,168.9,1484.2
9.317,175.3,1327.3
8.809,167,1073.3
9.31,175.6,1427.6
8.825,173.7,1066.3
8.537,176.9,1016.1
9.053,178.8,1455.4
8.988,186.1,1273.4
8.55,179.2,1201
8.637,169.1,1224.7
9.172,159.1,1550.5
9.419,158.8,1670
8.795,146,1200.4
9.22,145.8,1336.2
9.132,157.3,1137.3
9.279,238,1524.5
9.452,341.1,663
8.866,338.7,619.71
9.198,336.8,673.25
8.572,164.8,1172.1
8.575,159.1,1053.7
8.602,158.9,1064.9
8.601,161,1083.9
8.79,162.7,1178.8
8.693,161.5,1069.5
8.575,159.8,988.14
8.519,158.2,925.43
8.623,157.4,959.74
8.59,160.2,1005.9
8.866,133.7,1236.1
9.165,136.8,1383
8.759,182,1177.4
9.13,200.9,1413.4
8.666,201,1191.1
8.592,202.9,1156.3
9.302,256.5,1575.5
9.387,288.4,1823.2
8.891,279.2,1487
9.207,279.9,1698.3
9.111,279.4,1461.3
8.637,276.9,1288.6
8.801,267.1,1253.8
8.623,262,1112.8
9.283,263.9,1539.4
8.562,268.5,1123.7
9.3,276.2,2032.1
8.838,276.6,1303.6
8.665,276.6,957.97
8.705,267.7,1187
9.318,278.3,1653.3
9.09,290,971.17
9.484,285.4,1310.8
9.196,292,1875.3
9.151,268.1,1406
9.246,268.3,1371.5
9.24,263.6,1470.9
9.304,264.9,1509
8.727,266.2,1143.4
8.891,267.5,1264.5
8.883,270,1246.1
8.788,269.1,1193.9
9.065,264.3,1350.5
8.627,267,1125.8
8.592,267.9,1162.9
8.616,269.4,1172.3
8.681,271.4,1206.7
9.075,268.5,1329.8
8.723,269.5,1238.4
8.686,238.5,1148.7
9.035,203.1,1281
8.637,254,1007.2
8.849,218.9,1335.6
9.156,215.7,1502.7
9.479,211.8,1519.4
8.59,256.2,1088.4
9.014,252.8,1268.4
8.987,250.7,1221.7
8.575,253.3,1118.7
8.574,252.6,1117.2
9.381,216.5,1514.5
9.331,213.9,1435.2
9.397,217.6,1460.2
9.105,219.2,1395.8
8.533,214.8,1056.4
8.683,216.1,1178.4
9.291,213.7,1489
8.971,215.6,1305.1
8.774,214.3,1213.8
8.612,213.1,1129.6
8.536,216.2,1111.3
8.88,201,1359.3
8.977,201.1,1319.1
9.415,202.1,1554.6
9.295,210.3,1519.1
9.129,215.5,1397.2
8.808,200.1,1224.3
9.289,198.2,1544.1
9.491,244.5,1571.7
8.948,246.6,1293.9
8.996,242.4,1329.7
8.955,243,1288.3
8.531,216.6,1112.4
8.915,218.5,1264.9
8.953,221.5,1306.2
9.124,221.4,1399.3
9.065,228.6,1331.2
9.314,231.4,1478.1
8.962,231.3,1364.9
8.966,234.7,1319.1
9.173,231.1,1385.7
8.524,225.5,1138.7
8.821,200.3,1260.4
8.932,195.9,1271
8.784,199.3,1205.7
9.197,205.9,1440.3
9.21,204,1357.1
8.738,227.5,1152.9
9.441,230.9,1598.5
9.191,251.8,1470.5
9.374,243.5,1517.4
9.362,247.6,1597.2
9.318,243.6,1500
9.005,245.3,1279.4
9.221,247.2,1356.4
9.023,243.6,1298.3
8.961,238.1,1236.4
9.268,239.4,1530.9
9.037,239.2,1372
9.043,239.4,1336.6
8.929,239.4,1207.8
8.722,245.6,1149.5
9.116,246.8,1430.4
9.23,246.1,1418.8
9.264,243.4,1512.7
9.061,239.6,1385.5
8.52,237.4,1157.2
8.591,239,1071
8.95,239.1,1225.2
8.764,243.3,1199.8
8.704,243.8,1268.8
8.686,352.8,420.28
8.84,352.6,378.36
8.893,351.2,492.46
9.076,352.8,492.42
9.223,351.9,397.78
9.161,352.4,493.77
9.398,349.6,510.42
9.487,348.6,416.45
9.342,349.9,400.04
9.139,351.4,421.92
9.445,351.5,478.45
9.315,351,460.84
8.657,350.4,391.49
8.669,349.4,430.52
8.754,347.8,471.49
9.002,348.8,375.25
8.895,350.5,384.49
8.909,350,421.1
8.528,352.5,365.7
8.81,357.8,418.85
9.153,352.4,611.69
9.127,353.1,627.34
8.58,354.7,579.79
8.973,208.6,1275.3
8.83,208.9,1313.8
9.405,209.9,1487.1
9.239,211.2,1377.9
9.239,211.5,1452
9.098,213.9,1385.1
9.262,224,1419.5
8.892,217.7,1266.2
9.063,209.4,1362.1
9.201,223.2,1482.1
9.168,239.9,1466.2
8.737,236.7,1150.1
9.45,232,1525.6
9.444,224.6,1607.3
9.454,226.6,1554.1
9.243,227.9,1450.7
8.889,231.9,1215.2
8.836,231.3,1275.3
9.148,231.1,1329.2
9.057,228.6,1389.7
8.981,228.8,1299.7
8.837,231.3,1267.3
8.917,232.8,1256.9
8.881,233.3,1326
8.964,235.1,1233
8.779,234.4,1185.9
8.68,236.1,1175.6
9.167,235.5,1370.2
9.191,238.1,1334.5
8.851,238.6,1185.5
8.683,187.4,1161.7
9.221,179.5,1407.4
9.496,181.6,1598.9
9.157,191.3,1408.9
8.781,189.8,1241
8.99,196.1,1308.8
8.519,204.5,1104.9
8.638,192.4,1165
9.032,192.3,1356.8
8.662,189.7,1151.1
8.94,197.4,1292.7
9.009,218.5,1316.4
9.01,220.4,1370.1
9.208,214.3,1357.5
9.049,217.1,1412.4
8.936,265.4,1314.3
8.755,260.4,1150.9
8.967,255.5,1323.6
8.823,245.2,1222.2
9.23,259.3,1371.7
9.231,256.2,1454.5
8.975,255.9,1372.3
9.176,258.4,1403.4
8.529,253.6,1055.5
8.517,254.9,1104.5
8.523,258.7,1023.3
9.065,254.7,1200
8.757,248.8,1149
8.755,244.9,1179.1
9.484,238.7,1537.6
8.79,244.7,1277.7
9.012,247.2,1350.7
9.137,248.7,1418.3
8.623,250.1,1165.4
8.96,251.7,1328.2
8.851,261.1,1263.6
9.086,228.7,1306.3
8.674,237.6,1216.3
8.683,244.1,1166.7
9.475,244.5,1594.2
9.202,245.1,1424.6
8.953,248.7,1211.3
9.357,240,1396.1
8.614,238.7,1116.8
9.251,222.2,1515.2
9.071,225.1,1446.3
8.604,219.4,1087.5
8.519,223.1,1201.8
9.104,223.3,1415.9
9.455,235.1,1549.6
9.322,252.3,1506.7
8.837,255.6,1193.5
9.184,256.3,1387.7
9.446,256.9,1617.7
8.941,259.8,1391.4
8.987,261.8,1303.6
8.53,265.9,1103.7
8.8,263.6,1257.6
8.636,265.5,1049.2
8.573,258.2,1162.1
8.501,55.88,588.38
9.137,53.38,586.76
9.17,59.31,812.35
8.703,55.93,556.64
9.076,55.96,502.67
9.422,58.11,867.98
8.727,57.54,638.95
8.597,55.66,472.23
9.144,53.86,524.21
9.434,51.65,600.24
8.945,53.48,472.81
8.587,53.2,465.89
8.582,33.29,550.12
8.648,33.44,562.81
9.097,37.37,663.1
8.699,39.14,603.98
8.508,221.8,1058.5
8.5,224.8,1105.5
8.57,233.4,1143.5
8.721,239.2,1195.4
8.584,232,1116
9.281,232.8,1478
9.334,232.9,1510.6
9.375,232.5,1558.1
9.261,247.5,1493.2
9.153,245.9,1409.5
8.704,239.7,1169.7
8.724,243.7,1182.2
8.935,244.7,1295.9
8.828,246.2,1235.6
8.777,245.8,1198.7
9.155,245.8,1411
9.425,244.9,1557.8
9.38,246.1,1527
8.959,243.5,1295.4
8.919,239.4,1282.5
9.032,243.4,1328
8.734,239.8,1182
8.933,240,1288.4
9.138,246.2,1398.5
8.962,243.9,1306.5
8.562,237.6,1118.5
8.782,237.7,1210.6
9.339,244.2,1510.5
9.342,238.3,1496.2
9.317,243.2,1490.7
9.205,247.2,1432.3
8.985,243.9,1306.9
8.581,243.3,1107.1
8.674,236.1,1164.1
9.068,236.6,1352.7
9.034,239.5,1327.6
9.313,242.7,1484.3
9.108,237.9,1370.7
9.062,236.8,1352.5
9.276,239.6,1466.5
9.288,243.5,1477.7
8.974,245.4,1300.8
9.249,245,1439.3
9.082,248.1,1363.3
8.879,250.8,1281.9
8.592,251.2,1129.6
8.655,248.5,1084.3
8.503,251,1046.4
8.585,222.8,1104.2
8.587,223.6,1110.5
8.91,224.7,1234
8.545,225.6,1070.7
8.784,225.4,1210.5
8.546,225.1,1095.6
8.696,229.9,1088.1
9.385,227,1463.4
9.12,232.7,1411.8
8.55,226.2,1072.2
8.916,226.6,1269.5
8.758,225.7,1193.8
9.351,225.5,1460.2
9.458,228.2,1497.7
9.359,236.9,1507.1
9.212,235.5,1501.1
9.213,239.2,1422.9
9.422,242.2,1567.7
9.468,297.7,436.17
9.02,296.3,367.18
8.884,296.9,480.52
8.898,248.7,1235.7
8.835,252.3,1298.9
8.948,254.3,1345.2
9.058,252.7,1397.4
9.362,251.8,1509.1
9.018,251.2,1236.7
8.787,252.2,1192.9
8.954,254.4,1208.8
8.741,252.9,1207.7
8.639,247.3,1155.5
9.27,247.4,1481.4
9.353,292.4,756.08
9.293,299.9,394.83
9.081,306.1,602.62
8.895,321.8,884.24
8.578,342,400.11
8.604,347.7,440.4
8.804,349.7,409.5
8.909,349.7,466.61
8.539,350.1,431.48
8.571,350.8,398.72
8.704,342.5,499.41
8.773,128.9,175.12
8.938,127.5,206.97
9.116,126.2,282.37
8.846,125.1,241.15
8.876,124.8,253.9
9.072,123.6,299.66
9.295,119.3,346.69
9.287,118.6,388.27
9.183,116.9,565.24
9.052,115.6,753.21
8.723,116.8,751.76
8.577,119.6,457.62
8.947,119.2,348.9
8.993,119.6,335.51
9.024,120.5,280.93
9.052,120.7,351.47
9.293,121.4,354.05
9.338,121.2,328.95
8.969,143.2,1321.9
8.707,146.9,1148
8.731,146.2,1151.6
8.981,149.3,1298.7
9.037,254.9,1327.7
9.367,267.4,1518
8.901,268.6,1294.9
8.775,267.9,1175.2
8.946,170.8,1413.6
9.061,169.8,1273.9
8.898,162.1,1159.7
9.404,165.7,1649.2
9.147,183.2,1366.3
9.235,243.7,1487.5
9.222,250.4,1417.2
8.93,248.2,1179.6
8.899,244.8,582.48
8.792,218.1,1260
8.77,213.5,1307.7
9.169,259.4,1316.7
8.994,256.3,1468
9.025,234.9,1316.8
8.985,227.5,1337.8
9.209,225.9,1522.5
9.449,223.2,1621.1
8.998,223.7,1306.7
9.082,228.1,1375.2
9.173,233.2,1339
8.978,230.3,1357.8
8.804,225.3,1213.1
9.391,226.9,1501.9
9.473,230.7,1524.9
9.426,232.4,1497.1
9.219,233.3,1437.9
9.317,230.4,1384.8
9.346,230.8,1401.5
9.309,229.8,1492.1
9.258,227.9,1433.2
9.448,222.1,1623.5
9.383,200.1,1545.3
9.305,199,1561
9.067,199.7,1379.7
8.545,193,1118.6
8.791,199.6,1213.9
9.01,199.3,1314.1
8.5,212.3,1039.2
8.73,254.6,1170.3
9.48,200,1527.2
8.595,192.1,1141.1
9.265,195.3,1503.3
9.172,216.6,1369
8.739,217.5,1269.7
8.811,221,1250.7
8.776,223.5,1216
8.97,229,1282.9
8.797,227.8,1245.4
8.763,225,1235.1
8.762,226.2,1315.4
8.721,226,1211.3
8.776,222.6,1226.3
9.165,220.6,1502.1
8.773,218.5,1219.1
8.819,221.8,1207.1
8.929,224.7,1193.4
9.335,228,1508.2
9.361,230.9,1547.1
9.013,230.7,1356.3
9.336,230.7,1448.8
9.17,230,1445.9
9.056,229.4,1345.4
9.211,230.7,1340.1
8.838,226.1,1284.1
9.08,223.8,1405.2
9.38,223.2,1606.3
9.369,225.3,1536
9.348,225.6,1556.1
9.264,222.7,1444.1
9.096,222.1,1322
9.129,220.2,1375.8
9.072,218.6,1397.1
9.012,217.6,1254.4
9.138,213.6,1386.1
9.212,213,1430
9.424,213.1,1588.4
8.949,219,1355.7
8.873,218.3,1248.5
8.73,214.8,1190.3
8.702,192.2,1189.5
8.575,195.1,1089.5
